custody_status,marital_status,rec_supervision_level,rec_supervision_level_text,score_text,type_of_assessment,raw_score,decile_score,person_id
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.49,10,8566
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-4.12,1,8567
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.7,6,8568
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.26,7,8568
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.62,1,8569
Jail Inmate,Married,2,Medium,Low,Risk of Violence,-2.11,4,8570
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-4.07,1,8571
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.97,5,8572
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.85,2,8573
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.16,1,8574
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.93,2,8575
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.64,6,8576
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.64,6,8576
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.45,1,8577
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.69,6,8578
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.53,3,8579
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.35,7,8580
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.27,7,8580
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.41,1,8581
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.83,1,8582
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.82,1,8582
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.8,5,8583
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.63,2,8584
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.75,2,8585
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.75,1,8586
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.17,1,8587
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.67,1,8588
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.92,2,8589
Jail Inmate,Unknown,1,Low,Low,Risk of Violence,-2.44,3,8590
Jail Inmate,Single,4,High,High,Risk of Violence,-1.04,8,8591
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.73,2,8592
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.19,1,8593
Residential Program,Single,2,Medium,Low,Risk of Violence,-2.65,2,8594
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.5,3,8595
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.47,3,8596
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.3,7,8597
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.17,8,8598
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.29,1,8599
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.95,1,8600
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.06,4,8601
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.94,5,8601
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-1.99,4,8602
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.25,1,8603
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.42,7,8604
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.37,3,8605
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.4,7,8606
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.44,3,8607
Jail Inmate,Married,2,Medium,Medium,Risk of Violence,-1.85,5,8608
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-1.98,4,8609
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.57,1,8610
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.5,3,8611
Jail Inmate,Single,4,High,High,Risk of Violence,-1.07,8,8612
Jail Inmate,Single,4,High,High,Risk of Violence,-1.07,8,8612
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.56,2,8613
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.68,6,8614
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.72,2,8615
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.17,4,8616
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.52,3,8617
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.33,1,8618
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.66,2,8619
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.55,6,8620
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.88,2,8621
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.8,5,8622
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.59,2,8623
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.66,2,8624
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.36,3,8625
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.54,6,8626
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.54,6,8626
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.16,4,8627
Jail Inmate,Married,3,Medium with Override Consideration,High,Risk of Violence,-1.25,8,8628
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.57,1,8629
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.41,3,8630
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.53,1,8631
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.68,2,8632
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.71,6,8633
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.38,1,8634
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.06,1,8635
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.51,3,8636
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.27,1,8637
Jail Inmate,Significant Other,3,Medium with Override Consideration,Medium,Risk of Violence,-1.62,6,8638
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.26,7,8639
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.46,3,8640
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.62,1,8641
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.89,5,8642
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.19,1,8643
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.67,1,8644
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.04,1,8645
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.02,4,8646
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.51,3,8647
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.14,1,8648
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.19,1,8649
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.5,3,8650
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.96,5,8651
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.05,4,8651
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.94,2,8652
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.96,1,8653
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2,4,8654
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.42,1,8655
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.62,6,8656
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.41,3,8657
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.54,6,8658
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.74,1,8659
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.89,5,8660
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.68,2,8661
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.7,2,8662
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.96,5,8663
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.96,5,8663
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.84,5,8664
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.49,3,8665
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.24,3,8666
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.52,6,8667
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.37,3,8668
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.59,1,8669
Jail Inmate,Separated,2,Medium,Low,Risk of Violence,-2.32,3,8670
Pretrial Defendant,Divorced,2,Medium,Low,Risk of Violence,-2.35,3,8671
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.03,4,8672
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.25,3,8673
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-3.02,1,8674
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-3.19,1,8675
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.16,4,8676
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.58,1,8677
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.9,2,8678
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.79,2,8679
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.27,1,8680
Jail Inmate,Single,4,High,High,Risk of Violence,-0.82,9,8681
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.35,1,8682
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.45,3,8683
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.53,3,8684
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.67,2,8685
Probation,Single,2,Medium,Medium,Risk of Violence,-1.68,6,8686
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.74,2,8687
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-3.06,1,8687
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.34,3,8688
Jail Inmate,Separated,1,Low,Low,Risk of Violence,-3.68,1,8689
Jail Inmate,Separated,1,Low,Low,Risk of Violence,-3.61,1,8689
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2,4,8690
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.49,3,8691
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.18,1,8692
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.48,3,8693
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.28,3,8694
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.46,1,8695
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.13,1,8696
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.68,6,8697
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.53,1,8698
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.35,3,8699
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.33,7,8700
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.81,2,8701
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.23,4,8702
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-4.17,1,8703
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.66,2,8704
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.66,6,8705
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.31,3,8706
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.01,4,8707
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.23,4,8708
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.16,4,8709
Pretrial Defendant,Divorced,1,Low,Low,Risk of Violence,-3.02,1,8710
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.03,4,8711
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.94,2,8712
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.38,7,8713
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.39,1,8714
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.12,8,8715
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.92,2,8716
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.38,1,8717
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.3,7,8718
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.69,1,8719
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.67,1,8720
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.51,6,8721
Jail Inmate,Unknown,1,Low,Low,Risk of Violence,-2.47,3,8722
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.35,3,8723
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.42,7,8724
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.35,7,8724
Jail Inmate,Single,4,High,High,Risk of Violence,-0.95,9,8725
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.31,3,8726
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.57,1,8727
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.92,5,8728
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.9,2,8729
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.48,3,8730
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-3.45,1,8731
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.8,2,8731
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.12,4,8732
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.94,2,8733
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.62,1,8734
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.11,1,8735
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.51,6,8736
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.15,4,8737
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.91,5,8738
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.14,4,8739
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.86,1,8740
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.51,3,8741
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.34,1,8742
Jail Inmate,Significant Other,4,High,High,Risk of Violence,-1.25,8,8743
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.11,8,8744
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.26,3,8745
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.6,2,8746
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.39,7,8747
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.47,3,8748
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.16,1,8749
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.88,2,8749
Pretrial Defendant,Married,2,Medium,Medium,Risk of Violence,-1.37,7,8750
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.11,1,8751
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.86,2,8752
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-2.8,2,8753
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.6,2,8754
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.44,1,8755
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.3,1,8755
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.74,5,8756
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.57,6,8757
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.4,3,8758
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.43,3,8758
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.36,1,8759
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.52,6,8760
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.31,3,8761
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.42,1,8762
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.02,1,8763
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.38,3,8764
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-2.38,3,8765
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.95,1,8766
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.97,1,8767
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.8,5,8768
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-4.11,1,8769
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.04,1,8770
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.58,1,8771
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.89,2,8772
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.14,8,8773
Jail Inmate,Unknown,1,Low,Low,Risk of Violence,-3.04,1,8774
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.22,4,8775
Jail Inmate,Single,4,High,High,Risk of Violence,-1.23,8,8776
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.3,7,8777
Pretrial Defendant,Widowed,1,Low,Low,Risk of Violence,-4.35,1,8778
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.07,4,8779
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.49,10,8780
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.49,10,8780
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.18,4,8781
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.12,1,8782
Pretrial Defendant,Divorced,2,Medium,Low,Risk of Violence,-2.43,3,8783
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.18,4,8784
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.44,3,8785
Jail Inmate,Unknown,1,Low,Low,Risk of Violence,-2.92,2,8786
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.73,2,8787
Jail Inmate,Single,4,High,High,Risk of Violence,-1.05,8,8788
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.24,3,8789
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.96,1,8790
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.43,3,8791
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.38,1,8792
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.83,5,8793
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.88,2,8794
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.94,2,8795
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-4.43,1,8796
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.18,4,8797
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.34,1,8798
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.56,6,8799
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.27,1,8800
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-2.5,3,8801
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.43,7,8802
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.35,7,8803
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.4,3,8804
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.65,1,8805
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.42,7,8806
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.68,6,8807
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.59,2,8808
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.92,5,8809
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.56,2,8810
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.23,1,8811
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.75,2,8812
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.39,3,8813
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.48,3,8814
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.25,1,8815
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.65,2,8816
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-4.03,1,8817
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.37,3,8818
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.54,3,8819
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.36,7,8820
Jail Inmate,Single,4,High,High,Risk of Violence,-0.98,9,8821
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-0.88,9,8822
Jail Inmate,Single,4,High,High,Risk of Violence,-1.02,8,8822
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.52,6,8823
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.76,5,8823
Jail Inmate,Single,4,High,High,Risk of Violence,-1.17,8,8824
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.85,5,8825
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-3.11,1,8826
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.59,2,8827
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-2.31,3,8828
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.41,1,8829
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.02,8,8830
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-0.92,9,8830
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.08,1,8831
Jail Inmate,Significant Other,1,Low,Medium,Risk of Violence,-1.88,5,8832
Jail Inmate,Unknown,1,Low,Low,Risk of Violence,-3.26,1,8833
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.34,7,8834
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.94,2,8835
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-0.97,9,8836
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.6,6,8837
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.09,4,8838
Jail Inmate,Single,4,High,High,Risk of Violence,-0.62,10,8839
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.16,4,8840
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.21,1,8841
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.38,3,8842
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.39,7,8843
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.58,2,8844
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.56,6,8845
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-3.71,1,8846
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.35,3,8847
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-1.99,4,8848
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.93,5,8849
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.08,4,8850
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.38,7,8851
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.04,4,8852
Probation,Separated,1,Low,Low,Risk of Violence,-3.05,1,8853
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.92,5,8854
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.92,2,8855
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.49,7,8856
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.17,4,8857
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.8,5,8858
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.66,2,8859
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.12,4,8860
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.08,4,8861
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.52,3,8862
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.62,6,8863
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-2.51,3,8864
Jail Inmate,Widowed,1,Low,Low,Risk of Violence,-4.06,1,8865
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.01,1,8866
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.75,5,8867
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.35,3,8868
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.51,1,8869
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.31,3,8870
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.64,6,8871
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.71,6,8872
Jail Inmate,Single,4,High,High,Risk of Violence,-0.68,9,8873
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.14,1,8874
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.92,5,8875
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.65,2,8876
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.84,1,8877
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.62,2,8878
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.41,7,8879
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.02,4,8880
Jail Inmate,Single,4,High,High,Risk of Violence,-0.69,9,8881
Jail Inmate,Significant Other,4,High,High,Risk of Violence,-0.81,9,8881
Jail Inmate,Single,4,High,High,Risk of Violence,-1.14,8,8882
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.16,4,8883
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.33,1,8884
Jail Inmate,Single,4,High,High,Risk of Violence,-0.59,10,8885
Jail Inmate,Single,4,High,High,Risk of Violence,-0.67,9,8885
Jail Inmate,Single,4,High,High,Risk of Violence,-1.21,8,8886
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.12,4,8887
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.54,6,8888
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.21,1,8889
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.86,2,8890
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.16,4,8891
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.81,2,8892
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.89,5,8893
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.38,7,8894
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.34,7,8895
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.85,2,8896
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.02,1,8897
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.37,3,8898
Jail Inmate,Significant Other,3,Medium with Override Consideration,Low,Risk of Violence,-2.67,2,8899
Jail Inmate,Single,4,High,High,Risk of Violence,-0.98,9,8900
