person_id,sex,race,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_charge_desc,is_violent_recid,num_vr_cases,vr_case_number,vr_charge_degree,vr_charge_desc
10205,Male,Hispanic,(M1),arrest case no charge,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
10207,Male,African-American,(F3),Tampering With Physical Evidence,0,,,,0,,,,
10208,Male,Caucasian,(M2),Driving Under The Influence,0,,,,0,,,,
10209,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
10210,Male,African-American,(M2),Operating W/O Valid License,0,,,,0,,,,
10211,Female,African-American,(M2),Disorderly Conduct,0,,,,0,,,,
10212,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
10213,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10214,Male,African-American,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
10215,Male,African-American,(M1),Battery,0,,,,0,,,,
10216,Female,African-American,(M2),Opert With Susp DL 2nd Offens,0,,,,0,,,,
10217,Male,African-American,(F3),Possession of Cocaine,1,1,(M1),Trespass After Warning,0,,,,
10218,Male,African-American,(M1),Battery,1,1,(M2),Operating W/O Valid License,0,,,,
10219,Female,Caucasian,(F3),Poss Pyrrolidinovalerophenone,1,1,(F3),Poss Pyrrolidinovalerophenone,0,,,,
10220,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
10221,Male,African-American,(M2),Petit Theft,0,,,,0,,,,
10222,Male,Hispanic,(MO3),Alcoholic Beverage Violation-FL,0,,,,0,,,,
10223,Male,African-American,(M2),Susp Drivers Lic 1st Offense,0,,,,0,,,,
10224,Male,African-American,(F3),Possession Of Methamphetamine,0,,,,0,,,,
10225,Male,Other,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
10226,Male,African-American,(F1),Deliver Cocaine 1000FT School,1,1,(M2),Driving License Suspended,0,,,,
10227,Female,Native American,(F3),arrest case no charge,0,,,,0,,,,
10228,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
10229,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10230,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10231,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
10232,Male,African-American,(M1),Resist/Obstruct W/O Violence,1,1,(M1),Opert With Susp DL 2nd Offens,0,,,,
10233,Male,African-American,(F3),Possession Burglary Tools,0,,,,0,,,,
10234,Male,African-American,(F3),arrest case no charge,1,2,(M2),Opert With Susp DL 2nd Offens,0,,,,
10235,Male,African-American,(F3),Uttering a Forged Instrument,0,,,,0,,,,
10236,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10237,Male,Caucasian,(F3),Burglary Conveyance Unoccup,1,2,(M1),Trespass Other Struct/Convey,0,,,,
10238,Male,Caucasian,(F3),Fleeing Or Attmp Eluding A Leo,0,,,,0,,,,
10239,Male,African-American,(F2),Aggravated Battery,0,,,,0,,,,
10240,Female,Other,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
10241,Male,African-American,(F3),arrest case no charge,1,2,(F3),Tampering With Physical Evidence,0,,,,
10242,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
10243,Female,Hispanic,(M2),Disorderly Conduct,0,,,,0,,,,
10244,Male,Other,(M1),Possess Cannabis/20 Grams Or Less,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
10245,Male,Hispanic,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
10246,Female,African-American,(F3),Battery on a Person Over 65,0,,,,0,,,,
10247,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
10248,Male,Hispanic,(M1),DUI Property Damage/Injury,0,,,,0,,,,
10249,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
10250,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,4,(F3),Grand Theft (Motor Vehicle),0,,,,
10251,Male,Caucasian,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
10252,Male,African-American,(M1),Battery,0,,,,0,,,,
10253,Male,Other,(F3),Possession of Cocaine,0,,,,0,,,,
10254,Male,African-American,(F2),Deliver Cocaine,0,,,,0,,,,
10255,Female,Caucasian,(F3),Possession Of Alprazolam,0,,,,0,,,,
10256,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
10257,Female,Other,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10258,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,2,(F2),Robbery / No Weapon,1,,15005530CF10A,(F2),Robbery / No Weapon
10259,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10260,Male,Caucasian,(F3),Possession of Cocaine,1,2,(F3),Possession of Cocaine,0,,,,
10261,Male,African-American,(F3),Burglary Unoccupied Dwelling,0,,,,0,,,,
10262,Male,Other,(M1),Battery,0,,,,0,,,,
10263,Female,African-American,(M1),Battery,0,,,,0,,,,
10264,Male,African-American,(M1),arrest case no charge,0,,,,0,,,,
10265,Male,Caucasian,(F3),Felony Battery w/Prior Convict,0,,,,0,,,,
10266,Male,Caucasian,(F3),Child Abuse,0,,,,0,,,,
10267,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
10269,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
10270,Female,Hispanic,(M1),Battery,1,1,(F2),Aggrav Battery w/Deadly Weapon,1,,14009892CF10A,(F2),Aggrav Battery w/Deadly Weapon
10271,Male,Hispanic,(M2),Driving License Suspended,0,,,,0,,,,
10272,Male,African-American,(M1),Battery,0,,,,0,,,,
10273,Male,African-American,(F3),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
10274,Male,African-American,(M1),Battery,1,2,(F2),Aggrav Battery w/Deadly Weapon,1,,13009113CF10A,(F2),Aggrav Battery w/Deadly Weapon
10275,Male,African-American,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
10276,Male,African-American,(F3),Resist Officer w/Violence,1,1,(M2),Driving License Suspended,0,,,,
10277,Male,African-American,(F3),Driving While License Revoked,1,2,(M1),Trespass/Property/Other Structure,0,,,,
10278,Male,African-American,(M1),Battery,0,,,,0,,,,
10279,Female,African-American,(M1),Aggrav Child Abuse-Agg Battery,0,,,,0,,,,
10280,Male,African-American,(F3),Tampering With Physical Evidence,1,5,(F3),Tampering With Physical Evidence,0,,,,
10281,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10282,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,0,,,,0,,,,
10283,Male,African-American,(F3),Possession of Cocaine,1,1,(F3),Possession of Cocaine,0,,,,
10284,Female,African-American,(F2),arrest case no charge,0,,,,0,,,,
10286,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10287,Female,Caucasian,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
10288,Male,Other,(M1),Battery,0,,,,0,,,,
10289,Male,Caucasian,(F3),Possession of Cocaine,1,1,(M1),Battery,1,,15003835MM10A,(M1),Battery
10290,Male,African-American,(F1),arrest case no charge,1,1,(F2),Poss Cocaine/Intent To Del/Sel,0,,,,
10291,Male,African-American,(F3),Felony Petit Theft,0,,,,0,,,,
10292,Male,African-American,(F3),Carrying Concealed Firearm,0,,,,0,,,,
10293,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10294,Female,Caucasian,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
10295,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10296,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10297,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
10298,Male,African-American,(M1),Battery,1,1,(M2),Susp Drivers Lic 1st Offense,1,,16001323CF10A,(F1),Home Invasion Robbery
10299,Male,African-American,(M1),Battery,0,,,,0,,,,
10300,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
10301,Male,African-American,(F3),Possession of Codeine,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
10302,Male,African-American,(MO3),Poss Of Controlled Substance,1,2,(F3),Possession of Cocaine,0,,,,
10303,Male,Hispanic,(F2),Dealing in Stolen Property,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
10304,Female,Caucasian,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
10305,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,2,(M1),Trespass After Warning,0,,,,
10306,Male,Caucasian,(F3),Felony/Driving Under Influence,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
10307,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
10308,Male,Caucasian,(M2),Petit Theft,0,,,,0,,,,
10309,Male,African-American,(F3),arrest case no charge,1,1,(F3),Grand Theft in the 3rd Degree,0,,,,
10310,Male,African-American,(M1),Stalking,0,,,,0,,,,
10311,Female,African-American,(M1),Battery,0,,,,0,,,,
10312,Female,African-American,(M1),Battery,1,1,(M2),Driving License Suspended,0,,,,
10313,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,0,,,,0,,,,
10314,Female,Caucasian,(F3),Possession of Oxycodone,1,1,(M2),Petit Theft,0,,,,
10315,Male,African-American,(F3),Felony Battery (Dom Strang),1,1,(M1),Viol Injunct Domestic Violence,0,,,,
10316,Male,Other,(M1),Battery,0,,,,0,,,,
10317,Male,African-American,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
10318,Male,African-American,(F6),arrest case no charge,0,,,,0,,,,
10319,Male,African-American,(F3),Felony Driving While Lic Suspd,1,3,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,,,,
10321,Male,African-American,(M1),Battery,0,,,,0,,,,
10323,Male,Hispanic,(M2),arrest case no charge,1,2,(M2),Operating W/O Valid License,0,,,,
10324,Female,African-American,(M1),Battery,1,1,(M2),Driving License Suspended,0,,,,
10325,Male,Hispanic,(F2),Shoot Into Aircraft,0,,,,0,,,,
10326,Male,African-American,(F3),Possession Of Carisoprodol,1,1,(M2),Trespass Structure/Conveyance,0,,,,
10327,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10328,Male,African-American,(F2),Lewd or Lascivious Molestation,0,,,,0,,,,
10329,Male,Other,(M1),Battery,0,,,,0,,,,
10330,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10331,Male,African-American,(M1),Battery,0,,,,0,,,,
10332,Male,Hispanic,(M1),Battery,0,,,,0,,,,
10333,Male,Other,(F3),arrest case no charge,0,,,,0,,,,
10334,Male,African-American,(F3),Threat Public Servant,1,3,(F3),Possession Burglary Tools,0,,,,
10335,Female,Other,(F3),arrest case no charge,0,,,,0,,,,
10336,Male,African-American,(M1),Battery,1,2,(M1),Battery,1,,14002162MM10A,(M1),Battery
10337,Male,Hispanic,(M1),Battery,0,,,,0,,,,
10338,Female,Caucasian,(F3),Possession of Cocaine,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
10339,Male,African-American,(M2),Prowling/Loitering,1,1,(M1),Battery,1,,15007098MM10A,(M1),Battery
10340,Female,Caucasian,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
10341,Male,African-American,(F7),Possess/Use Weapon 1 Deg Felon,0,,,,0,,,,
10342,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10343,Female,Other,(F3),Criminal Mischief,0,,,,0,,,,
10344,Male,African-American,(F3),Felony Battery w/Prior Convict,0,,,,0,,,,
10345,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
10346,Male,African-American,(M2),Battery,1,1,(F3),Possession of Cocaine,1,,15006614MM10A,(M1),Battery
10347,Female,African-American,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
10348,Male,African-American,(M1),Battery,0,,,,0,,,,
10349,Male,African-American,(F3),arrest case no charge,1,1,(F2),Burglary Dwelling Occupied,1,,14011856CF10A,(F1),Robbery-Strong Arm W/mask
10350,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10351,Female,African-American,(M1),Battery,1,1,(M2),Compulsory Attendance Violation,0,,,,
10352,Male,Caucasian,(F3),Possession of Oxycodone,0,,,,0,,,,
10353,Male,African-American,(M1),Discharge Firearm in Public/Res,0,,,,0,,,,
10354,Female,African-American,(M1),Battery,0,,,,0,,,,
10355,Male,Other,(F3),Resist Officer w/Violence,0,,,,0,,,,
10356,Male,Hispanic,(F7),arrest case no charge,1,1,(M2),Petit Theft,1,,15010780CF10A,(F2),Sexual Battery / Vict 12 Yrs +
10357,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10358,Male,Hispanic,(M1),Battery,0,,,,0,,,,
10359,Male,African-American,(M1),Tresspass in Structure or Conveyance,1,2,(M2),Battery,1,,15013125MM10A,(M2),Battery
10360,Male,Caucasian,(F3),Felony Battery,0,,,,0,,,,
10361,Female,Caucasian,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
10363,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,3,(F3),Possession of Cannabis,0,,,,
10364,Male,Other,(F3),Grand Theft (Motor Vehicle),1,1,(M1),Trespass Property w/Dang Weap,0,,,,
10365,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10366,Female,African-American,(M1),Battery,0,,,,0,,,,
10367,Male,African-American,(F3),Driving While License Revoked,1,1,(M2),Operating W/O Valid License,1,,15010987MM10A,(M1),Battery
10368,Female,African-American,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
10369,Male,Hispanic,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
10370,Female,Caucasian,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
10371,Male,Hispanic,(F3),Crim Use of Personal ID Info,0,,,,0,,,,
10372,Male,Caucasian,(M1),Driving Under The Influence,1,1,(M2),Driving License Suspended,0,,,,
10373,Male,African-American,(F3),Attempted Robbery  No Weapon,0,,,,0,,,,
10375,Male,African-American,(M1),Possess Drug Paraphernalia,1,1,(M2),Trespass Struct/Conveyance,0,,,,
10376,Female,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
10377,Male,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
10378,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
10379,Male,African-American,(M1),Robbery / No Weapon,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
10380,Female,Other,(M1),Battery,0,,,,0,,,,
10381,Female,African-American,(F2),Sale/Del Cannabis At/Near Scho,1,2,(M1),Battery,1,,13015368CF10A,(M1),Aggrav Battery w/Deadly Weapon
10382,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10383,Male,African-American,(F3),Driving While License Revoked,1,1,(F3),Possession of Cocaine,0,,,,
10384,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10385,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10386,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10387,Female,African-American,(F3),arrest case no charge,1,3,(M1),Possess Drug Paraphernalia,0,,,,
10388,Male,African-American,(M1),arrest case no charge,1,2,(M1),Opert With Susp DL 2nd Offens,0,,,,
10389,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,0,,,,0,,,,
10390,Male,Caucasian,(F3),Possession of Cocaine,1,1,(F3),Possession Of Alprazolam,0,,,,
10391,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10392,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10393,Female,African-American,(F3),Possession of Cocaine,1,1,(M2),Petit Theft,0,,,,
10394,Male,African-American,(M1),Battery,0,,,,0,,,,
10396,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10397,Female,Caucasian,(F3),Driving While License Revoked,0,,,,0,,,,
10398,Male,Caucasian,(M2),Assault,0,,,,0,,,,
10399,Male,Caucasian,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
10400,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10401,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10402,Male,Caucasian,(M1),arrest case no charge,0,,,,0,,,,
10403,Female,Caucasian,(F3),Sel Etc/Pos/w/Int Contrft Schd,1,1,(M1),Battery,1,,15011706MM10A,(M1),Battery
10404,Male,Hispanic,(M1),DUI Property Damage/Injury,0,,,,0,,,,
10405,Male,Caucasian,(M2),arrest case no charge,0,,,,0,,,,
10406,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
10407,Male,African-American,(F3),Felony Battery w/Prior Convict,1,1,(M1),Resist/Obstruct W/O Violence,1,,16001690CF10A,(F3),Aggravated Assault W/Dead Weap
10408,Male,Hispanic,(M1),Battery,0,,,,0,,,,
10409,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10410,Female,Caucasian,(F3),Felony Petit Theft,0,,,,0,,,,
10411,Male,African-American,(M1),Battery,0,,,,0,,,,
10412,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10413,Male,African-American,(M1),Battery,0,,,,0,,,,
10415,Male,African-American,(F3),Possession Of Amphetamine,0,,,,0,,,,
10416,Male,African-American,(M1),Battery,0,,,,0,,,,
10417,Male,Caucasian,(F3),Possession of Cannabis,0,,,,0,,,,
10418,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
10419,Male,Hispanic,(M1),Battery,1,1,(M2),Drinking Alch Beverage In Open,1,,15001713CF10A,(F3),Robbery Sudd Snatch No Weapon
10420,Male,Caucasian,(F3),arrest case no charge,1,1,(M1),Battery,1,,15002512MM10A,(M1),Battery
10421,Male,African-American,(F3),Burglary Structure Unoccup,0,,,,0,,,,
10422,Male,Caucasian,(F7),Burglary Dwelling Assault/Batt,1,1,(M2),Driving License Suspended,0,,,,
10423,Male,Caucasian,(F3),Tamper With Witness/Victim/CI,1,1,(M2),Driving License Suspended,0,,,,
10424,Male,African-American,(F3),Neglect Child / No Bodily Harm,0,,,,0,,,,
10425,Female,African-American,(M1),arrest case no charge,1,1,(M2),Driving License Suspended,0,,,,
10426,Male,Caucasian,(F1),arrest case no charge,0,,,,0,,,,
10427,Male,Caucasian,(F3),Possession of Hydrocodone,0,,,,0,,,,
10428,Male,Caucasian,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
10429,Male,Other,(M2),Criminal Mischief Damage <$200,1,1,(M1),Viol Pretrial Release Dom Viol,1,,13017886CF10A,(F2),Shoot In Occupied Building
10430,Male,Hispanic,(F3),arrest case no charge,1,1,(F3),Grand Theft in the 3rd Degree,0,,,,
10431,Male,Caucasian,(M2),Driving Under The Influence,0,,,,0,,,,
10432,Male,African-American,(F3),Possession Of Alprazolam,0,,,,0,,,,
10434,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10436,Female,African-American,(F7),Burglary Dwelling Assault/Batt,0,,,,0,,,,
10437,Male,Caucasian,(M1),Battery,1,1,(F2),,1,,14007519MO10A,(MO3),DOC/Engage In Fighting
10438,Male,Caucasian,(F3),Possession Of Alprazolam,0,,,,0,,,,
10439,Male,African-American,(F3),Burglary Conveyance Armed,0,,,,0,,,,
10440,Male,Caucasian,(F3),Possession of Oxycodone,0,,,,0,,,,
10441,Male,Caucasian,(M1),arrest case no charge,0,,,,0,,,,
10442,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10443,Female,Hispanic,(M2),Criminal Mischief Damage <$200,0,,,,0,,,,
10444,Male,African-American,(F3),arrest case no charge,1,1,(M1),Battery,1,,15010198MM10A,(M1),Battery
10445,Male,Hispanic,(M2),DUI Property Damage/Injury,1,1,(M2),Driving License Suspended,0,,,,
10447,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
10448,Male,African-American,(M1),Resist/Obstruct W/O Violence,1,1,(M1),Extradition/Defendants,0,,,,
10449,Female,African-American,(M1),Tampering With Physical Evidence,0,,,,0,,,,
10450,Male,Caucasian,(M2),arrest case no charge,1,1,(M2),Driving License Suspended,0,,,,
10451,Female,African-American,(F1),arrest case no charge,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
10452,Female,African-American,(F3),Tampering With Physical Evidence,0,,,,0,,,,
10453,Female,Hispanic,(M1),Battery,0,,,,0,,,,
10456,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,1,1,(M2),Driving License Suspended,0,,,,
10457,Male,African-American,(F1),arrest case no charge,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
10458,Female,Other,(F3),Aggravated Assault,0,,,,0,,,,
10459,Male,African-American,(M1),Battery,0,,,,0,,,,
10460,Male,African-American,(M1),Battery,0,,,,0,,,,
10461,Male,Other,(M1),Viol Injunct Domestic Violence,1,1,(M1),Battery,1,,16001232MM10A,(M1),Battery
10462,Female,Caucasian,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
10463,Male,African-American,(M2),Fail Register Vehicle,1,4,(M2),Unlawful Use Of License,1,,14008042CF10A,(F2),Agg Fleeing/Eluding High Speed
10464,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
10465,Male,Other,(M1),Battery,0,,,,0,,,,
10467,Male,Caucasian,(M2),DUI Property Damage/Injury,0,,,,0,,,,
10468,Female,Native American,(F3),Use of Anti-Shoplifting Device,1,1,(M2),Permit Unauthorizd Person Drv,0,,,,
10469,Male,African-American,(M1),Driving Under The Influence,0,,,,0,,,,
10471,Male,African-American,(F3),arrest case no charge,1,1,(F3),Grand Theft in the 3rd Degree,0,,,,
10472,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10473,Male,Other,(M1),Battery,0,,,,0,,,,
10474,Male,Caucasian,(F2),Possession Of Heroin,0,,,,0,,,,
10475,Male,Caucasian,(MO3),arrest case no charge,0,,,,0,,,,
10476,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
10477,Male,Hispanic,(M1),Battery,1,1,(M2),Expired Tag/ Reg>6 Months 2nd,0,,,,
10478,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
10479,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10480,Male,African-American,(F3),Possession of Cocaine,1,1,(M2),Driving License Suspended,0,,,,
10481,Male,African-American,(M2),Criminal Mischief Damage <$200,0,,,,0,,,,
10482,Male,Hispanic,(F2),Aggrav Battery w/Deadly Weapon,1,1,(F3),Aggravated Assault W/dead Weap,1,,13006885CF10A,(F3),Aggravated Assault W/dead Weap
10483,Male,African-American,(M1),Battery,0,,,,0,,,,
10484,Male,Caucasian,(M1),Fleeing or Eluding a LEO,0,,,,0,,,,
10485,Male,African-American,(M1),Battery,0,,,,0,,,,
10486,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
10487,Male,Caucasian,(F3),Felony Petit Theft,1,1,(M2),Petit Theft,0,,,,
10488,Male,African-American,(F2),Deliver Cocaine,0,,,,0,,,,
10489,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10490,Male,Caucasian,(F3),Possession of Cocaine,1,2,(F3),Possession of Cocaine,0,,,,
10491,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10492,Female,Hispanic,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
10493,Male,Other,(M1),Battery,0,,,,0,,,,
10494,Female,African-American,(M1),arrest case no charge,1,1,(M1),Petit Theft $100- $300,0,,,,
10495,Female,Caucasian,(M1),Battery,0,,,,0,,,,
10496,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
10497,Male,Other,(F3),Grand Theft Firearm,1,1,(M2),Operating W/O Valid License,0,,,,
10498,Female,Caucasian,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
10499,Female,Caucasian,(F3),Possession of Cocaine,1,2,(F3),Possession of Cocaine,0,,,,
10500,Male,African-American,(F3),Cruelty Toward Child,1,1,(F3),Driving While License Revoked,0,,,,
10501,Female,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
10502,Male,Caucasian,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
10503,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
10505,Male,African-American,(F2),Aggravated Battery,0,,,,0,,,,
10506,Male,African-American,(F3),Driving While License Revoked,1,6,(F3),Retaliate Wit/Vict No Injury,1,,13016473CF10A,(F2),Vehicular Homicide
10507,Male,Caucasian,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
10508,Male,African-American,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
10509,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
10510,Male,Caucasian,(F3),Possession Of Anabolic Steroid,0,,,,0,,,,
10511,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,3,(F3),Possession of Cocaine,1,,16001464MM10A,(M1),Battery
10512,Male,African-American,(F3),Battery on Law Enforc Officer,1,1,(M1),Trespass Other Struct/Conve,0,,,,
10513,Female,Caucasian,(F3),Child Abuse,0,,,,0,,,,
10514,Male,Caucasian,(F3),Tampering With Physical Evidence,0,,,,0,,,,
10515,Male,African-American,(M2),Battery,0,,,,0,,,,
10516,Male,Caucasian,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,,,,0,,,,
10517,Female,African-American,(M1),Battery,0,,,,0,,,,
10518,Male,African-American,(M2),Susp Drivers Lic 1st Offense,1,2,(M1),Opert With Susp DL 2nd Offens,0,,,,
10519,Male,African-American,(M1),Battery,1,1,(M1),Battery,1,,14017397MM10A,(M1),Battery
10520,Female,African-American,(F3),Uttering a Forged Instrument,1,3,(M1),Temporary Tag Violation,1,,15004034CF10A,(F3),Aggravated Assault W/Dead Weap
10521,Male,Caucasian,(MO3),Remove Cart/Retail Estab,0,,,,0,,,,
10522,Female,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
10523,Male,Other,(F2),Throw Deadly Missile Into Veh,1,3,(M2),Culpable Negligence,1,,15001272CF10A,(F2),Agg Battery Grt/Bod/Harm
10524,Female,African-American,(F2),Aggravated Battery,0,,,,0,,,,
10525,Male,African-American,(F3),arrest case no charge,1,1,(M1),Battery,1,,14013846MM10A,(M1),Battery
10526,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
10528,Male,Hispanic,(M2),Driving Under The Influence,0,,,,0,,,,
10529,Male,Hispanic,(F3),arrest case no charge,0,,,,0,,,,
10530,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
10531,Male,Caucasian,(F3),Possession of Oxycodone,1,1,(M2),Fail To Obey Police Officer,0,,,,
10532,Male,African-American,(M1),Battery,1,1,(M1),Battery,1,,14012850MM10A,(M1),Battery
10533,Female,African-American,(F3),arrest case no charge,1,1,(F3),Possession of Cocaine,0,,,,
10534,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
10535,Female,African-American,(M2),Petit Theft,1,2,(F3),Driving While License Revoked,0,,,,
10537,Male,Caucasian,(M2),Battery,0,,,,0,,,,
10538,Male,African-American,(M2),Unlaw LicTag/Sticker Attach,0,,,,0,,,,
10539,Male,Caucasian,(M1),Battery,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
10540,Female,Caucasian,(M1),Battery,1,1,(M1),Battery,1,,15010813MM10A,(M1),Battery
10541,Male,Caucasian,(F3),Burglary Conveyance Unoccup,1,2,(M1),,0,,,,
10543,Male,Caucasian,(M1),Viol Injunct Domestic Violence,1,2,(M1),Viol Pretrial Release Dom Viol,0,,,,
10544,Male,Caucasian,(M1),Battery,0,,,,0,,,,
10545,Male,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
10546,Female,Caucasian,(M1),Battery,0,,,,0,,,,
